file_path,line_number,type,severity,description
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,894,Quality,Medium,Type: Using invalid iterator | Category: API usage errors
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedSQLStoreQuery.java,237,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java,78,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,850,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java,112,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,644,Quality,Medium,Type: Dereference before null check | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Finder.java,88,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,190,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/QueryDefinitionImpl.java,321,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,460,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,395,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,231,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,220,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierUtilImpl.java,100,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetColumn.java,84,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,972,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,1230,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,107,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultShapePacker.java,64,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java,73,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java,Various,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java,816,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java,794,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,846,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,234,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PathImpl.java,181,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,183,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,399,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingSerializer.java,696,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java,793,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,130,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,4004,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,889,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java,452,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,333,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualTypeExpression.java,134,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GeneralCase.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java,493,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java,72,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,3514,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java,477,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,152,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Joins.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,3304,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,946,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,425,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Type.java,71,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,121,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,461,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,1134,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,881,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java,50,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,148,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,1710,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,122,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedSQLStoreQuery.java,208,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,5125,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,3129,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,227,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java,352,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,Various,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTable.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/jpa/tools/swing/SwingHelper.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NullIf.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,1424,Quality,Medium,Type: Dereference before null check | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,454,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java,320,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java,365,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java,1081,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,230,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java,Various,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,426,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PathImpl.java,231,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java,1485,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,383,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java,121,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,839,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,210,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,239,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,177,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,162,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java,567,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,840,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,505,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,1040,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/enhance/InstrumentationFactory.java,117,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,781,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PreparedQueryViewer.java,31,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/DepthFirstAnalysis.java,241,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,159,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,909,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,764,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/QueryDefinitionImpl.java,331,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/openbook/client/Demo.java,679,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,425,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java,286,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,1154,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionAttachStrategy.java,187,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,Various,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/TreeBidiMap.java,984,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java,203,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java,323,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,367,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,1023,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,578,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractQueryCacheInstrument.java,214,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassAnnotationMetaDataFilter.java,67,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,1279,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,66,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,406,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AnnotationProcessor6.java,303,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,741,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java,776,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,144,Quality,Medium,Type: Dereference before null check | Category: Null pointer dereferences
/openjpa-examples/openbooks/src/main/java/jpa/tools/swing/FileScanner.java,48,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,948,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,197,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java,492,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/meta/InterfaceImplGenerator.java,193,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,540,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,1613,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1664,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1620,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,140,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1590,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1580,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,3188,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1653,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,533,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1641,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1676,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,638,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,425,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1631,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java,86,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,Various,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1600,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java,135,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1567,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1610,Quality,Medium,Type: Thread deadlock | Category: Program hangs
/openjpa-examples/simple/src/main/java/embeddables/Main.java,35,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-examples/openbooks/src/main/java/openbook/tools/converter/SourceRenderer.java,107,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/nonDefaultPersistenceXml/src/test/java/org/apache/openjpa/tools/maven/test/ItNonDefaultXmlTest.java,107,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java,176,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,381,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTContext.java,Various,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/default_settings/src/test/java/org/apache/openjpa/tools/maven/test/ItDefaultSettingsTest.java,110,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,383,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/default_settings/src/test/java/org/apache/openjpa/tools/maven/test/ItDefaultSettingsTest.java,110,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/default_settings/src/test/java/org/apache/openjpa/tools/maven/test/ItDefaultSettingsTest.java,89,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/sqlActionDropSchema/src/test/java/org/apache/openjpa/tools/maven/test/ItDropSchemaTest.java,50,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/nonDefaultPersistenceXml/src/test/java/org/apache/openjpa/tools/maven/test/ItNonDefaultXmlTest.java,107,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,5037,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTContext.java,325,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-examples/openbooks/src/main/java/openbook/tools/converter/SourceRenderer.java,107,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-examples/openbooks/src/main/java/openbook/util/PropertyHelper.java,119,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-examples/openbooks/src/main/java/openbook/util/PropertyHelper.java,135,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,5035,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Finder.java,104,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java,91,Various,High,Type: Resource leak | Category: Resource leaks
/openjpa-tools/openjpa-maven-plugin/target/it/sqlActionRefresh/src/test/java/org/apache/openjpa/tools/maven/test/ItRefreshSchemaTest.java,52,Various,High,Type: Resource leak | Category: Resource leaks
